Compound,A,B,In literature,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ,Lowest distortion
HfCeO3,Hf,Ce,FALSE,-,-,0.83,0.71,0.94,1.3,1.12,2.358736674,2.268642439,-2.561,0.673866719,-,0.671428571,orthorhombic
HfCoO3,Hf,Co,FALSE,4,2,0.83,0.71,0.75,1.3,1.88,2.358736674,1.930310969,-1.957071429,0.733417731,29.54261859,0.535714286,cubic
HfCrO3,Hf,Cr,FALSE,2,4,0.83,0.71,0.55,1.3,1.66,2.358736674,1.960053288,-1.623714286,0.808640063,5.879907468,0.392857143,cubic
HfCsO3,Hf,Cs,FALSE,-,-,0.83,0.71,1.67,1.3,0.79,2.358736674,3.009747218,-4.113607143,0.51363131,-,1.192857143,-
HfCuO3,Hf,Cu,FALSE,4,2,0.83,0.71,0.73,1.3,1.9,2.358736674,2.005573846,-1.911285714,0.740304283,21.34313831,0.521428571,cubic
HfDyO3,Hf,Dy,FALSE,4,2,0.83,0.71,1.07,1.3,1.22,2.358736674,2.255580699,-2.790428571,0.638400049,-26.90791778,0.764285714,cubic
HfErO3,Hf,Er,FALSE,-,-,0.83,0.71,0.89,1.3,1.24,2.358736674,2.250676638,-2.425785714,0.688579966,-,0.635714286,cubic
HfEuO3,Hf,Eu,FALSE,-,-,0.83,0.71,1.06,1.3,1.2,2.358736674,2.354367494,-2.776428571,0.640995172,-,0.757142857,orthorhombic
HfFeO3,Hf,Fe,FALSE,4,2,0.83,0.71,0.78,1.3,1.83,2.358736674,1.999521816,-2.031678571,0.723324827,54.30104015,0.557142857,cubic
HfGaO3,Hf,Ga,FALSE,-,-,0.83,0.71,0.62,1.3,1.81,2.358736674,1.974643898,-1.71875,0.780617882,-,0.442857143,cubic
HfGdO3,Hf,Gd,FALSE,-,-,0.83,0.71,0.94,1.3,1.2,2.358736674,2.28415608,-2.537285714,0.673866719,-,0.671428571,cubic
HfGeO3,Hf,Ge,FALSE,2,4,0.83,0.71,0.53,1.3,2.01,2.358736674,1.899964183,-1.480107143,0.817019752,5.624197182,0.378571429,cubic
Hf2O3,Hf,Hf,FALSE,-,-,0.83,0.71,0.71,1.3,1.3,2.358736674,2.027412322,-2.049285714,0.747321385,-,0.507142857,cubic
HfHgO3,Hf,Hg,FALSE,4,2,0.83,0.71,1.02,1.3,2,2.358736674,2.323654714,-2.459571429,0.651590133,-30.41781209,0.728571429,orthorhombic
HfHoO3,Hf,Ho,FALSE,4,2,0.83,0.71,0.9,1.3,1.23,2.358736674,2.25865608,-2.448678571,0.68558614,-60.00368366,0.642857143,cubic
HfInO3,Hf,In,FALSE,-,-,0.83,0.71,0.8,1.3,1.78,2.358736674,2.147680955,-2.086357143,0.716749146,-,0.571428571,cubic
HfIrO3,Hf,Ir,FALSE,-,-,0.83,0.71,0.63,1.3,2.2,2.358736674,2.009082787,-1.623071429,0.776772474,-,0.45,cubic
HfKO3,Hf,K,FALSE,-,-,0.83,0.71,1.38,1.3,0.82,2.358736674,2.723507129,-3.526785714,0.567211555,-,0.985714286,orthorhombic
HfLaO3,Hf,La,FALSE,-,-,0.83,0.71,1.03,1.3,1.1,2.358736674,2.376509378,-2.746285714,0.648908692,-,0.735714286,orthorhombic
HfLiO3,Hf,Li,FALSE,-,-,0.83,0.71,0.76,1.3,0.98,2.358736674,2.095547886,-2.243785714,0.730022279,-,0.542857143,orthorhombic
HfLuO3,Hf,Lu,FALSE,-,-,0.83,0.71,0.86,1.3,1.27,2.358736674,2.209114963,-2.357107143,0.697720408,-,0.614285714,cubic
HfMgO3,Hf,Mg,FALSE,4,2,0.83,0.71,0.72,1.3,1.31,2.358736674,2.046489492,-2.06625,0.743796284,18.37720471,0.514285714,cubic
HfMnO3,Hf,Mn,FALSE,2,4,0.83,0.71,0.53,1.3,1.55,2.358736674,2.16999357,-1.616464286,0.817019752,5.624197182,0.378571429,cubic
HfMoO3,Hf,Mo,FALSE,-,-,0.83,0.71,0.62,1.3,2.16,2.358736674,1.7893,-1.615,0.780617882,-,0.442857143,cubic
HfNaO3,Hf,Na,FALSE,-,-,0.83,0.71,1.02,1.3,0.93,2.358736674,2.425828064,-2.77675,0.651590133,-,0.728571429,orthorhombic
HfNbO3,Hf,Nb,FALSE,4,2,0.83,0.71,0.72,1.3,1.6,2.358736674,1.955055241,-1.980285714,0.743796284,18.37720471,0.514285714,cubic
HfNdO3,Hf,Nd,FALSE,-,-,0.83,0.71,0.98,1.3,1.14,2.358736674,2.320966993,-2.634785714,0.662541228,-,0.7,orthorhombic
HfNiO3,Hf,Ni,FALSE,4,2,0.83,0.71,0.69,1.3,1.91,2.358736674,2.103725488,-1.828607143,0.754472786,12.07503829,0.492857143,cubic
HfNpO3,Hf,Np,FALSE,0,0,0.83,0.71,0.86,1.3,1.36,2.358736674,0,-2.330428571,0.697720408,-,0.614285714,orthorhombic
HfOsO3,Hf,Os,FALSE,0,0,0.83,0.71,0.57,1.3,2.2,2.358736674,1.954921624,-1.5035,0.800430519,-,0.407142857,cubic
HfPaO3,Hf,Pa,FALSE,0,0,0.83,0.71,0.91,1.3,1.5,2.358736674,0,-2.388571429,0.682618235,-,0.65,cubic
HfPbO3,Hf,Pb,FALSE,-,-,0.83,0.71,0.99,1.3,2.33,2.358736674,2.362863567,-2.301964286,0.659769089,-,0.707142857,orthorhombic
HfPdO3,Hf,Pd,FALSE,4,2,0.83,0.71,0.86,1.3,2.2,2.358736674,2.04250519,-2.081428571,0.697720408,-123.0971047,0.614285714,cubic
HfPmO3,Hf,Pm,FALSE,0,0,0.83,0.71,0.97,1.3,1.13,2.358736674,0,-2.617821429,0.66533676,-,0.692857143,orthorhombic
HfPrO3,Hf,Pr,FALSE,-,-,0.83,0.71,0.92,1.3,1.13,2.358736674,2.340791612,-2.518178571,0.679675915,-,0.657142857,orthorhombic
HfPtO3,Hf,Pt,FALSE,0,0,0.83,0.71,0.67,1.3,2.28,2.358736674,2.64390067,-1.679071429,0.761762378,-,0.478571429,cubic
HfPuO3,Hf,Pu,FALSE,0,0,0.83,0.71,0.83,1.3,1.28,2.358736674,2.226583834,-2.294357143,0.707106781,-,0.592857143,orthorhombic
HfRbO3,Hf,Rb,FALSE,-,-,0.83,0.71,1.52,1.3,0.82,2.358736674,2.825996661,-3.805785714,0.54001648,-,1.085714286,tetragonal
HfReO3,Hf,Re,FALSE,4,2,0.83,0.71,0.63,1.3,1.9,2.358736674,1.98797081,-1.712,0.776772474,5.336218786,0.45,cubic
HfRhO3,Hf,Rh,FALSE,-,-,0.83,0.71,0.61,1.3,2.28,2.358736674,2.001424352,-1.5595,0.784501553,-,0.435714286,cubic
HfRuO3,Hf,Ru,FALSE,4,2,0.83,0.71,0.68,1.3,2.2,2.358736674,2.018753288,-1.722714286,0.758100059,10.55228586,0.485714286,cubic
HfSbO3,Hf,Sb,FALSE,-,-,0.83,0.71,0.68,1.3,2.05,2.358736674,2.075848892,-1.767178571,0.758100059,-,0.485714286,cubic
HfScO3,Hf,Sc,FALSE,-,-,0.83,0.71,0.75,1.3,1.36,2.358736674,2.074614707,-2.111214286,0.733417731,-,0.535714286,cubic
HfSiO3,Hf,Si,FALSE,2,4,0.83,0.71,0.4,1.3,1.9,2.358736674,1.783360927,-1.253642857,0.876026734,5.185234042,0.285714286,cubic
HfSmO3,Hf,Sm,FALSE,4,2,0.83,0.71,1.22,1.3,1.17,2.358736674,2.311832729,-3.104178571,0.601850428,-21.91748936,0.871428571,cubic
HfSnO3,Hf,Sn,FALSE,-,-,0.83,0.71,0.69,1.3,1.96,2.358736674,2.052287148,-1.813785714,0.754472786,-,0.492857143,orthorhombic
HfSrO3,Hf,Sr,FALSE,4,2,0.83,0.71,1.18,1.3,0.95,2.358736674,2.452968591,-3.089678571,0.611181443,-22.81016915,0.842857143,orthorhombic
HfTaO3,Hf,Ta,FALSE,4,2,0.83,0.71,0.72,1.3,1.5,2.358736674,1.956808277,-2.009928571,0.743796284,18.37720471,0.514285714,cubic
HfTbO3,Hf,Tb,FALSE,4,2,0.83,0.71,0.92,1.3,1.2,2.358736674,2.256932729,-2.497428571,0.679675915,-49.53184841,0.657142857,cubic
HfTcO3,Hf,Tc,FALSE,0,0,0.83,0.71,0.6,1.3,1.9,2.358736674,0,-1.652214286,0.788424061,-,0.428571429,cubic
HfTeO3,Hf,Te,FALSE,4,2,0.83,0.71,0.97,1.3,2.1,2.358736674,2.115491508,-2.330285714,0.66533676,-36.51520666,0.692857143,cubic
HfThO3,Hf,Th,FALSE,-,-,0.83,0.71,0.94,1.3,1.3,2.358736674,2.246056043,-2.507642857,0.673866719,-,0.671428571,cubic
HfTiO3,Hf,Ti,FALSE,2,4,0.83,0.71,0.61,1.3,1.54,2.358736674,1.927848949,-1.778857143,0.784501553,7.131462946,0.435714286,cubic
HfTlO3,Hf,Tl,FALSE,-,-,0.83,0.71,1.2,1.3,1.62,2.358736674,2.297683747,-2.930928571,0.606480047,-,0.857142857,orthorhombic
HfTmO3,Hf,Tm,FALSE,4,2,0.83,0.71,1.03,1.3,1.25,2.358736674,2.119700811,-2.701821429,0.648908692,-29.57118177,0.735714286,cubic
HfUO3,Hf,U,FALSE,4,2,0.83,0.71,1.03,1.3,1.38,2.358736674,2.0478,-2.663285714,0.648908692,-29.57118177,0.735714286,orthorhombic
HfVO3,Hf,V,FALSE,4,2,0.83,0.71,0.79,1.3,1.63,2.358736674,1.758039163,-2.110892857,0.720021974,70.85612054,0.564285714,cubic
HfWO3,Hf,W,FALSE,4,2,0.83,0.71,0.66,1.3,2.36,2.358736674,1.7456,-1.635428571,0.765460253,8.069786539,0.471428571,cubic
HfYO3,Hf,Y,FALSE,-,-,0.83,0.71,0.9,1.3,1.22,2.358736674,2.235124352,-2.451642857,0.68558614,-,0.642857143,cubic
HfYbO3,Hf,Yb,FALSE,-,-,0.83,0.71,0.95,1.3,1.1,2.358736674,2.223980699,-2.586857143,0.670999201,-,0.678571429,orthorhombic
HfZnO3,Hf,Zn,FALSE,4,2,0.83,0.71,0.74,1.3,1.65,2.358736674,2.096140752,-2.005321429,0.736844917,24.98112188,0.528571429,cubic
HfZrO3,Hf,Zr,FALSE,-,-,0.83,0.71,0.72,1.3,1.33,2.358736674,2.043777903,-2.060321429,0.743796284,-,0.514285714,cubic
HgAcO3,Hg,Ac,FALSE,0,0,1.14,1.11,1.12,2,1.1,2.645968153,0,-2.904714286,0.71271874,-,0.8,cubic
HgAgO3,Hg,Ag,FALSE,-,-,1.14,1.11,0.95,2,1.93,2.645968153,2.488353231,-2.2705,0.764277117,-,0.678571429,orthorhombic
HgAlO3,Hg,Al,FALSE,-,-,1.14,1.11,0.54,2,1.61,2.645968153,1.892894405,-1.686214286,0.9257996,-,0.385714286,orthorhombic
HgAsO3,Hg,As,FALSE,1,5,1.19,1.11,0.46,2,2.18,2.645968153,1.932227032,-1.337214286,0.984627185,4.765209192,0.328571429,rhombohedral
HgAuO3,Hg,Au,FALSE,0,0,1.14,1.11,0.93,2,2.54,2.645968153,2.31369847,-1.987285714,0.770837435,-,0.664285714,orthorhombic
HgBO3,Hg,B,FALSE,-,-,1.14,1.11,0.27,2,2.04,2.645968153,1.624661665,-1.040571429,1.075479775,-,0.192857143,cubic
HgBaO3,Hg,Ba,FALSE,-,-,1.14,1.11,1.35,2,0.89,2.645968153,2.64009357,-3.391071429,0.653109536,-,0.964285714,orthorhombic
HgBeO3,Hg,Be,FALSE,-,-,1.14,1.11,0.45,2,1.57,2.645968153,1.803349248,-1.545642857,0.9708385,-,0.321428571,cubic
HgBiO3,Hg,Bi,FALSE,1,5,1.19,1.11,0.76,2,2.02,2.645968153,2.215655462,-1.928071429,0.847873409,4.334129929,0.542857143,rhombohedral
HgCaO3,Hg,Ca,FALSE,-,-,1.14,1.11,1,2,1,2.645968153,2.318139449,-2.736285714,0.748354677,-,0.714285714,cubic
HgCdO3,Hg,Cd,FALSE,-,-,1.14,1.11,0.95,2,1.69,2.645968153,2.286435201,-2.368214286,0.764277117,-,0.678571429,cubic
HgCeO3,Hg,Ce,FALSE,-,-,1.14,1.11,0.94,2,1.12,2.645968153,2.268642439,-2.582857143,0.767543258,-,0.671428571,cubic
HgCoO3,Hg,Co,FALSE,2,4,1.14,1.11,0.53,2,1.88,2.645968153,1.930310969,-1.558857143,0.930596489,4.25823497,0.378571429,rhombohedral
HgCrO3,Hg,Cr,FALSE,1,5,1.19,1.11,0.49,2,1.66,2.645968153,1.960053288,-1.6105,0.968998182,4.594168309,0.35,orthorhombic
HgCsO3,Hg,Cs,FALSE,-,-,1.14,1.11,1.67,2,0.79,2.645968153,3.009747218,-3.9895,0.585032972,-,1.192857143,cubic
HgCuO3,Hg,Cu,FALSE,-,-,1.14,1.11,0.68,2,1.9,2.645968153,2.005573846,-1.812142857,0.863486165,-,0.485714286,orthorhombic
HgDyO3,Hg,Dy,FALSE,-,-,1.14,1.11,0.99,2,1.22,2.645968153,2.255580699,-2.629285714,0.751485868,-,0.707142857,cubic
HgErO3,Hg,Er,FALSE,-,-,1.14,1.11,0.89,2,1.24,2.645968153,2.250676638,-2.446857143,0.784301845,-,0.635714286,cubic
HgEuO3,Hg,Eu,FALSE,-,-,1.14,1.11,1.06,2,1.2,2.645968153,2.354367494,-2.759428571,0.730102124,-,0.757142857,orthorhombic
HgFeO3,Hg,Fe,FALSE,2,4,1.14,1.11,0.59,2,1.83,2.645968153,1.999521816,-1.683785714,0.902538304,4.239946133,0.421428571,orthorhombic
HgGaO3,Hg,Ga,FALSE,-,-,1.14,1.11,0.62,2,1.81,2.645968153,1.974643898,-1.744214286,0.889134269,-,0.442857143,orthorhombic
HgGdO3,Hg,Gd,FALSE,-,-,1.14,1.11,0.94,2,1.2,2.645968153,2.28415608,-2.550285714,0.767543258,-,0.671428571,cubic
HgGeO3,Hg,Ge,FALSE,2,4,1.14,1.11,0.53,2,2.01,2.645968153,1.899964183,-1.505928571,0.930596489,4.25823497,0.378571429,rhombohedral
HgHfO3,Hg,Hf,FALSE,2,4,1.14,1.11,0.71,2,1.3,2.645968153,2.027412322,-2.108714286,0.851209111,4.753545157,0.507142857,rhombohedral
Hg2O3,Hg,Hg,FALSE,-,-,1.14,1.11,1.11,2,2,2.645968153,2.323654714,-2.520857143,0.715558257,-,0.792857143,cubic
HgHoO3,Hg,Ho,FALSE,-,-,1.14,1.11,0.9,2,1.23,2.645968153,2.25865608,-2.468357143,0.780891837,-,0.642857143,cubic
HgInO3,Hg,In,FALSE,-,-,1.14,1.11,0.8,2,1.78,2.645968153,2.147680955,-2.070142857,0.81638692,-,0.571428571,cubic
HgIrO3,Hg,Ir,FALSE,1,5,1.19,1.11,0.57,2,2.2,2.645968153,2.009082787,-1.520428571,0.929648002,4.292437152,0.407142857,rhombohedral
HgKO3,Hg,K,FALSE,-,-,1.14,1.11,1.38,2,0.82,2.645968153,2.723507129,-3.471857143,0.646061591,-,0.985714286,cubic
HgLaO3,Hg,La,FALSE,-,-,1.14,1.11,1.03,2,1.1,2.645968153,2.376509378,-2.747857143,0.73911573,-,0.735714286,cubic
HgLiO3,Hg,Li,FALSE,-,-,1.14,1.11,0.76,2,0.98,2.645968153,2.095547886,-2.326142857,0.831505196,-,0.542857143,cubic
HgLuO3,Hg,Lu,FALSE,-,-,1.14,1.11,0.86,2,1.27,2.645968153,2.209114963,-2.382357143,0.794712931,-,0.614285714,cubic
HgMgO3,Hg,Mg,FALSE,-,-,1.14,1.11,0.72,2,1.31,2.645968153,2.046489492,-2.122071429,0.847193974,-,0.514285714,cubic
HgMnO3,Hg,Mn,FALSE,2,4,1.14,1.11,0.53,2,1.55,2.645968153,2.16999357,-1.693214286,0.930596489,4.25823497,0.378571429,orthorhombic
HgMoO3,Hg,Mo,FALSE,1,5,1.19,1.11,0.61,2,2.16,2.645968153,1.7893,-1.607142857,0.911147544,4.214379768,0.435714286,cubic
HgNaO3,Hg,Na,FALSE,-,-,1.14,1.11,1.02,2,0.93,2.645968153,2.425828064,-2.799642857,0.742169927,-,0.728571429,cubic
HgNbO3,Hg,Nb,FALSE,1,5,1.19,1.11,0.64,2,1.6,2.645968153,1.955055241,-1.897428571,0.897748315,4.185329504,0.457142857,tetragonal
HgNdO3,Hg,Nd,FALSE,-,-,1.14,1.11,0.98,2,1.14,2.645968153,2.320966993,-2.644428571,0.754643372,-,0.7,cubic
HgNiO3,Hg,Ni,FALSE,2,4,1.14,1.11,0.48,2,1.91,2.645968153,2.103725488,-1.4595,0.955346396,4.408012414,0.342857143,orthorhombic
HgNpO3,Hg,Np,FALSE,0,0,1.14,1.11,0.86,2,1.36,2.645968153,0,-2.345714286,0.794712931,-,0.614285714,orthorhombic
HgOsO3,Hg,Os,FALSE,0,0,1.14,1.11,0.57,2,2.2,2.645968153,1.954921624,-1.498285714,0.911701129,-,0.407142857,rhombohedral
HgPaO3,Hg,Pa,FALSE,0,0,1.14,1.11,0.91,2,1.5,2.645968153,0,-2.375857143,0.777511352,-,0.65,rhombohedral
HgPbO3,Hg,Pb,FALSE,-,-,1.14,1.11,0.99,2,2.33,2.645968153,2.362863567,-2.177357143,0.751485868,-,0.707142857,orthorhombic
HgPdO3,Hg,Pd,FALSE,2,4,1.14,1.11,0.62,2,2.2,2.645968153,2.04250519,-1.585428571,0.889134269,4.295884798,0.442857143,orthorhombic
HgPmO3,Hg,Pm,FALSE,0,0,1.14,1.11,0.97,2,1.13,2.645968153,0,-2.631071429,0.757827521,-,0.692857143,cubic
HgPrO3,Hg,Pr,FALSE,-,-,1.14,1.11,0.92,2,1.13,2.645968153,2.340791612,-2.543928571,0.77416001,-,0.657142857,cubic
HgPtO3,Hg,Pt,FALSE,0,0,1.14,1.11,0.67,2,2.28,2.645968153,2.64390067,-1.64,0.867657596,-,0.478571429,orthorhombic
HgPuO3,Hg,Pu,FALSE,0,0,1.14,1.11,0.83,2,1.28,2.645968153,2.226583834,-2.326,0.805404136,-,0.592857143,rhombohedral
HgRbO3,Hg,Rb,FALSE,-,-,1.14,1.11,1.52,2,0.82,2.645968153,2.825996661,-3.715857143,0.615086036,-,1.085714286,cubic
HgReO3,Hg,Re,FALSE,1,5,1.19,1.11,0.58,2,1.9,2.645968153,1.98797081,-1.665357143,0.92495281,4.268641938,0.414285714,cubic
HgRhO3,Hg,Rh,FALSE,2,4,1.14,1.11,0.6,2,2.28,2.645968153,2.001424352,-1.518,0.898025612,4.253683871,0.428571429,rhombohedral
HgRuO3,Hg,Ru,FALSE,1,5,1.19,1.11,0.57,2,2.2,2.645968153,2.018753288,-1.520428571,0.929648002,4.292437152,0.407142857,rhombohedral
HgSbO3,Hg,Sb,FALSE,1,5,1.19,1.11,0.6,2,2.05,2.645968153,2.075848892,-1.636464286,0.915703282,4.229645185,0.428571429,orthorhombic
HgScO3,Hg,Sc,FALSE,-,-,1.14,1.11,0.75,2,1.36,2.645968153,2.074614707,-2.154,0.835372662,-,0.535714286,orthorhombic
HgSiO3,Hg,Si,FALSE,2,4,1.14,1.11,0.4,2,1.9,2.645968153,1.783360927,-1.324142857,0.997806236,4.942467893,0.285714286,tetragonal
HgSmO3,Hg,Sm,FALSE,-,-,1.14,1.11,0.96,2,1.17,2.645968153,2.311832729,-2.597357143,0.761038654,-,0.685714286,cubic
HgSnO3,Hg,Sn,FALSE,2,4,1.14,1.11,0.69,2,1.96,2.645968153,2.052287148,-1.805142857,0.859354653,4.610146322,0.492857143,rhombohedral
HgSrO3,Hg,Sr,FALSE,-,-,1.14,1.11,1.18,2,0.95,2.645968153,2.452968591,-3.070357143,0.696143885,-,0.842857143,cubic
HgTaO3,Hg,Ta,FALSE,1,5,1.19,1.11,0.64,2,1.5,2.645968153,1.956808277,-1.939928571,0.897748315,4.185329504,0.457142857,cubic
HgTbO3,Hg,Tb,FALSE,-,-,1.14,1.11,0.84,2,1.2,2.645968153,2.256932729,-2.376,0.801808582,-,0.6,cubic
HgTcO3,Hg,Tc,FALSE,0,0,1.14,1.11,0.6,2,1.9,2.645968153,0,-1.672714286,0.898025612,-,0.428571429,orthorhombic
HgTeO3,Hg,Te,FALSE,2,4,1.14,1.11,0.97,2,2.1,2.645968153,2.115491508,-2.236142857,0.757827521,11.99870358,0.692857143,orthorhombic
HgThO3,Hg,Th,FALSE,-,-,1.14,1.11,0.94,2,1.3,2.645968153,2.246056043,-2.509571429,0.767543258,-,0.671428571,cubic
HgTiO3,Hg,Ti,FALSE,2,4,1.14,1.11,0.61,2,1.54,2.645968153,1.927848949,-1.836714286,0.893557823,4.272305656,0.435714286,rhombohedral
HgTlO3,Hg,Tl,FALSE,-,-,1.14,1.11,1.2,2,1.62,2.645968153,2.297683747,-2.832428571,0.690788932,-,0.857142857,cubic
HgTmO3,Hg,Tm,FALSE,-,-,1.14,1.11,0.96,2,1.25,2.645968153,2.119700811,-2.564785714,0.761038654,-,0.685714286,cubic
HgUO3,Hg,U,FALSE,1,5,1.19,1.11,0.76,2,1.38,2.645968153,2.0478,-2.200071429,0.847873409,4.334129929,0.542857143,tetragonal
HgVO3,Hg,V,FALSE,2,4,1.14,1.11,0.58,2,1.63,2.645968153,1.758039163,-1.747785714,0.907096578,4.231037424,0.414285714,orthorhombic
HgWO3,Hg,W,FALSE,1,5,1.19,1.11,0.62,2,2.36,2.645968153,1.7456,-1.539571429,0.906636913,4.201909459,0.442857143,cubic
HgYO3,Hg,Y,FALSE,-,-,1.14,1.11,0.9,2,1.22,2.645968153,2.235124352,-2.472428571,0.780891837,-,0.642857143,cubic
HgYbO3,Hg,Yb,FALSE,-,-,1.14,1.11,0.95,2,1.1,2.645968153,2.223980699,-2.608428571,0.764277117,-,0.678571429,cubic
HgZnO3,Hg,Zn,FALSE,-,-,1.14,1.11,0.74,2,1.65,2.645968153,2.096140752,-2.0185,0.839276273,-,0.528571429,cubic
HgZrO3,Hg,Zr,FALSE,2,4,1.14,1.11,0.72,2,1.33,2.645968153,2.043777903,-2.113928571,0.847193974,4.83550839,0.514285714,rhombohedral
HoAcO3,Ho,Ac,FALSE,0,0,1.12,0.9,1.12,1.23,1.1,2.54631216,0,-3.196,0.707106781,-,0.8,orthorhombic
HoAgO3,Ho,Ag,FALSE,3,3,1.12,0.9,0.75,1.23,1.93,2.54631216,2.488353231,-2.117392857,0.828794925,4.038436783,0.535714286,cubic
HoAlO3,Ho,Al,TRUE,3,3,1.12,0.9,0.54,1.23,1.61,2.54631216,1.892894405,-1.821642857,0.918509839,2.121853426,0.385714286,orthorhombic
HoAsO3,Ho,As,FALSE,3,3,1.12,0.9,0.58,1.23,2.18,2.54631216,1.932227032,-1.674357143,0.899954085,2.217154328,0.414285714,cubic
HoAuO3,Ho,Au,FALSE,0,0,1.12,0.9,0.93,1.23,2.54,2.54631216,2.31369847,-2.236607143,0.764767849,-,0.664285714,cubic
HoBO3,Ho,B,FALSE,3,3,1.12,0.9,0.27,1.23,2.04,2.54631216,1.624661665,-1.104821429,1.06701143,4.932480325,0.192857143,cubic
HoBaO3,Ho,Ba,FALSE,-,-,1.12,0.9,1.35,1.23,0.89,2.54631216,2.64009357,-3.744107143,0.647966941,-,0.964285714,orthorhombic
HoBeO3,Ho,Be,FALSE,-,-,1.12,0.9,0.45,1.23,1.57,2.54631216,1.803349248,-1.656035714,0.963194102,-,0.321428571,tetragonal
HoBiO3,Ho,Bi,FALSE,-,-,1.12,0.9,0.9,1.23,2.02,2.54631216,2.215655462,-2.384071429,0.774743082,-,0.642857143,cubic
HoCaO3,Ho,Ca,FALSE,-,-,1.12,0.9,1,1.23,1,2.54631216,2.318139449,-2.993857143,0.74246212,-,0.714285714,cubic
HoCdO3,Ho,Cd,FALSE,-,-,1.12,0.9,0.95,1.23,1.69,2.54631216,2.286435201,-2.616964286,0.758259187,-,0.678571429,cubic
HoCeO3,Ho,Ce,FALSE,2,4,1.12,0.9,0.87,1.23,1.12,2.54631216,2.268642439,-2.683535714,0.784981977,7.80241355,0.621428571,cubic
HoCoO3,Ho,Co,TRUE,3,3,1.12,0.9,0.61,1.23,1.88,2.54631216,1.930310969,-1.854892857,0.886521935,2.360207097,0.435714286,orthorhombic
HoCrO3,Ho,Cr,TRUE,3,3,1.12,0.9,0.62,1.23,1.66,2.54631216,1.960053288,-1.963071429,0.882133212,2.422217868,0.442857143,orthorhombic
HoCsO3,Ho,Cs,FALSE,-,-,1.12,0.9,1.67,1.23,0.79,2.54631216,3.009747218,-4.429821429,0.580426413,-,1.192857143,orthorhombic
HoCuO3,Ho,Cu,FALSE,3,3,1.12,0.9,0.54,1.23,1.9,2.54631216,2.005573846,-1.705642857,0.918509839,2.121853426,0.385714286,orthorhombic
HoDyO3,Ho,Dy,FALSE,-,-,1.12,0.9,0.99,1.23,1.22,2.54631216,2.255580699,-2.885678571,0.745568656,-,0.707142857,cubic
HoErO3,Ho,Er,FALSE,-,-,1.12,0.9,0.89,1.23,1.24,2.54631216,2.250676638,-2.675892857,0.77812624,-,0.635714286,cubic
HoEuO3,Ho,Eu,FALSE,-,-,1.12,0.9,1.06,1.23,1.2,2.54631216,2.354367494,-3.034928571,0.724353288,-,0.757142857,orthorhombic
HoFeO3,Ho,Fe,TRUE,3,3,1.12,0.9,0.65,1.23,1.83,2.54631216,1.999521816,-1.955607143,0.869223946,2.654159611,0.464285714,orthorhombic
HoGaO3,Ho,Ga,FALSE,3,3,1.12,0.9,0.62,1.23,1.81,2.54631216,1.974643898,-1.903071429,0.882133212,2.422217868,0.442857143,orthorhombic
HoGdO3,Ho,Gd,FALSE,-,-,1.12,0.9,0.94,1.23,1.2,2.54631216,2.28415608,-2.792785714,0.761499611,-,0.671428571,cubic
HoGeO3,Ho,Ge,FALSE,2,4,1.12,0.9,0.53,1.23,2.01,2.54631216,1.899964183,-1.641464286,0.923268958,4.290234096,0.378571429,cubic
HoHfO3,Ho,Hf,FALSE,2,4,1.12,0.9,0.71,1.23,1.3,2.54631216,2.027412322,-2.288678571,0.844506677,4.893283618,0.507142857,cubic
HoHgO3,Ho,Hg,FALSE,-,-,1.12,0.9,1.11,1.23,2,2.54631216,2.323654714,-2.815821429,0.70992394,-,0.792857143,cubic
Ho2O3,Ho,Ho,FALSE,-,-,1.12,0.9,0.9,1.23,1.23,2.54631216,2.25865608,-2.700071429,0.774743082,-,0.642857143,cubic
HoInO3,Ho,In,FALSE,-,-,1.12,0.9,0.8,1.23,1.78,2.54631216,2.147680955,-2.278285714,0.809958677,-,0.571428571,cubic
HoIrO3,Ho,Ir,FALSE,2,4,1.12,0.9,0.63,1.23,2.2,2.54631216,2.009082787,-1.76725,0.877787728,4.40188355,0.45,cubic
HoKO3,Ho,K,FALSE,-,-,1.12,0.9,1.38,1.23,0.82,2.54631216,2.723507129,-3.832642857,0.640974492,-,0.985714286,orthorhombic
HoLaO3,Ho,La,FALSE,-,-,1.12,0.9,1.03,1.23,1.1,2.54631216,2.376509378,-3.014392857,0.733295921,-,0.735714286,cubic
HoLiO3,Ho,Li,FALSE,-,-,1.12,0.9,0.76,1.23,0.98,2.54631216,2.095547886,-2.517571429,0.824957911,-,0.542857143,cubic
HoLuO3,Ho,Lu,FALSE,-,-,1.12,0.9,0.86,1.23,1.27,2.54631216,2.209114963,-2.603357143,0.788455349,-,0.614285714,cubic
HoMgO3,Ho,Mg,FALSE,-,-,1.12,0.9,0.72,1.23,1.31,2.54631216,2.046489492,-2.304857143,0.840523155,-,0.514285714,cubic
HoMnO3,Ho,Mn,TRUE,3,3,1.12,0.9,0.65,1.23,1.55,2.54631216,2.16999357,-2.067607143,0.869223946,2.654159611,0.464285714,orthorhombic
